Rk,Player,Season,Age,Tm,Lg,G,MP,TS%,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
1,Arron Afflalo\afflaar01,2013-14,28,ORL,NBA,73,35.0,.574,73,2552,6.5,14.3,4.7,10.0,1.8,4.2,3.9,4.7,0.5,3.2,3.7,3.5,0.5,0.0,2.1,1.9,18.8,.459,.473,.427,.522,.815
2,Alexis Ajinca\ajincal01,2013-14,25,NOP,NBA,56,17.0,.589,30,951,5.1,9.4,5.1,9.4,0.0,0.0,2.1,2.5,3.6,6.9,10.5,1.5,0.9,1.7,2.4,7.1,12.4,.546,.548,.000,.546,.836
3,Ray Allen\allenra02,2013-14,38,MIA,NBA,73,26.5,.590,9,1936,4.5,10.1,2.3,4.4,2.2,5.7,2.0,2.2,0.4,3.4,3.8,2.7,1.0,0.1,1.6,2.1,13.0,.442,.530,.375,.549,.905
4,Chris Andersen\anderch01,2013-14,35,MIA,NBA,72,19.4,.683,0,1396,4.6,7.1,4.5,6.8,0.1,0.3,3.1,4.4,3.3,6.4,9.8,0.5,0.8,2.5,1.4,4.2,12.3,.644,.662,.250,.649,.710
5,Carmelo Anthony\anthoca01,2013-14,29,NYK,NBA,77,38.7,.561,77,2982,9.0,19.8,7.0,14.8,2.0,5.0,5.5,6.5,1.8,5.8,7.5,2.9,1.1,0.6,2.4,2.7,25.5,.452,.469,.402,.503,.848
6,Trevor Ariza\arizatr01,2013-14,28,WAS,NBA,77,35.4,.590,77,2723,5.1,11.3,2.8,5.4,2.4,5.8,2.0,2.6,1.3,5.0,6.3,2.5,1.7,0.3,1.7,2.4,14.6,.456,.509,.407,.562,.772
7,D.J. Augustin\augusdj01,2013-14,26,TOT,NBA,71,27.3,.569,9,1939,5.5,13.3,3.1,7.2,2.5,6.2,3.7,4.2,0.3,2.1,2.4,5.8,1.0,0.1,2.3,2.7,17.3,.415,.427,.401,.508,.885
8,Jeff Ayres\pendeje02,2013-14,26,SAS,NBA,73,13.0,.605,10,952,3.8,6.6,3.8,6.6,0.0,0.0,1.4,2.1,3.4,6.4,9.8,2.3,0.5,0.9,2.4,5.5,9.1,.580,.580,,.580,.691
9,Nicolas Batum\batumni01,2013-14,25,POR,NBA,82,36.0,.589,82,2956,4.6,10.0,2.9,5.1,1.8,4.9,2.0,2.5,1.4,6.0,7.4,5.1,0.9,0.7,2.5,1.9,13.0,.465,.566,.361,.554,.803
10,Michael Beasley\beaslmi01,2013-14,25,MIA,NBA,55,15.1,.559,2,831,7.7,15.4,6.8,13.0,0.9,2.3,2.6,3.4,1.3,6.1,7.5,1.8,1.0,0.9,2.5,4.0,18.9,.499,.518,.389,.528,.772
11,Marco Belinelli\belinma01,2013-14,27,SAS,NBA,80,25.2,.605,25,2016,6.0,12.4,3.8,7.2,2.3,5.2,2.0,2.3,0.3,3.7,4.0,3.2,0.9,0.1,1.7,2.3,16.3,.485,.525,.430,.576,.847
12,Bismack Biyombo\biyombi01,2013-14,21,CHA,NBA,77,13.9,.606,9,1072,3.0,4.8,3.0,4.8,0.0,0.0,1.5,3.0,3.5,8.8,12.3,0.3,0.2,2.9,1.3,4.2,7.5,.611,.611,,.611,.517
13,DeJuan Blair\blairde01,2013-14,24,DAL,NBA,78,15.6,.557,13,1214,6.2,11.7,6.2,11.6,0.0,0.1,2.3,3.6,4.1,6.8,10.9,2.1,1.8,0.6,2.3,5.7,14.7,.534,.537,.000,.534,.636
14,Andrew Bogut\bogutan01,2013-14,29,GSW,NBA,67,26.4,.610,67,1769,4.8,7.6,4.8,7.6,0.0,0.0,0.4,1.3,3.7,10.0,13.7,2.3,1.0,2.5,2.0,4.3,10.0,.627,.627,,.627,.344
15,Matt Bonner\bonnema01,2013-14,33,SAS,NBA,61,11.3,.582,0,690,3.8,8.6,1.6,3.4,2.2,5.1,0.5,0.6,0.8,5.9,6.8,1.6,0.8,0.6,0.8,2.6,10.3,.445,.470,.429,.573,.750
16,Trevor Booker\booketr01,2013-14,26,WAS,NBA,72,21.6,.563,45,1553,5.1,9.3,5.1,9.3,0.0,0.0,1.1,1.8,3.5,5.3,8.8,1.5,1.0,1.0,1.3,3.0,11.4,.551,.554,.000,.551,.618
17,Chris Bosh\boshch01,2013-14,29,MIA,NBA,79,32.0,.597,79,2531,7.0,13.6,5.9,10.5,1.1,3.1,3.2,3.9,1.4,6.0,7.4,1.2,1.1,1.1,1.8,2.7,18.2,.516,.569,.339,.555,.820
18,Elton Brand\brandel01,2013-14,34,ATL,NBA,73,19.4,.561,15,1414,4.6,8.5,4.6,8.4,0.0,0.1,1.6,2.4,2.5,6.7,9.2,1.9,1.0,2.2,1.5,4.9,10.7,.539,.542,.000,.539,.649
19,Jose Calderon\caldejo01,2013-14,32,DAL,NBA,81,30.5,.596,81,2468,5.0,10.9,2.2,4.7,2.8,6.2,0.8,0.9,0.4,2.4,2.8,5.5,1.0,0.2,1.5,2.0,13.5,.456,.464,.449,.584,.825
20,DeMarre Carroll\carrode01,2013-14,27,ATL,NBA,73,32.1,.575,73,2341,4.6,9.9,3.2,5.8,1.5,4.1,1.7,2.2,1.6,4.6,6.2,2.1,1.7,0.3,1.2,2.9,12.5,.470,.548,.362,.546,.773
21,Mario Chalmers\chalmma01,2013-14,27,MIA,NBA,73,29.8,.567,73,2178,4.2,9.3,2.8,5.5,1.4,3.7,2.0,2.7,0.7,2.9,3.5,5.9,2.0,0.3,2.7,3.5,11.8,.454,.500,.385,.531,.742
22,Tyson Chandler\chandty01,2013-14,31,NYK,NBA,55,30.2,.615,55,1662,4.1,7.0,4.1,7.0,0.0,0.0,2.1,3.4,3.4,8.0,11.5,1.3,0.8,1.4,1.5,3.1,10.4,.593,.595,.000,.593,.632
23,Darren Collison\collida01,2013-14,26,LAC,NBA,80,25.9,.575,35,2069,5.6,12.1,4.4,8.8,1.2,3.3,3.3,3.9,0.8,2.5,3.3,5.2,1.6,0.3,2.3,2.6,15.9,.467,.501,.376,.518,.857
24,Nick Collison\collini01,2013-14,33,OKC,NBA,81,16.7,.599,0,1353,3.6,6.4,3.5,6.0,0.1,0.5,1.8,2.5,3.1,4.7,7.8,2.8,0.8,0.7,1.9,5.0,9.0,.556,.580,.235,.564,.710
25,DeMarcus Cousins\couside01,2013-14,23,SAC,NBA,71,32.4,.555,71,2298,9.3,18.7,9.3,18.5,0.0,0.1,6.8,9.3,3.4,9.6,13.0,3.2,1.7,1.4,3.9,4.2,25.3,.496,.499,.000,.496,.726
26,Jamal Crawford\crawfja01,2013-14,33,LAC,NBA,69,30.3,.556,24,2094,7.2,17.4,4.5,9.7,2.8,7.7,4.8,5.5,0.6,2.1,2.7,3.8,1.0,0.2,2.3,2.1,22.0,.416,.460,.361,.496,.866
27,Stephen Curry\curryst01,2013-14,25,GSW,NBA,78,36.5,.610,78,2846,8.2,17.5,4.9,9.7,3.3,7.8,3.9,4.4,0.6,3.6,4.2,8.4,1.6,0.2,3.7,2.5,23.7,.471,.509,.424,.566,.885
28,Samuel Dalembert\dalemsa01,2013-14,32,DAL,NBA,80,20.2,.605,68,1614,4.8,8.4,4.8,8.4,0.0,0.0,2.3,3.1,4.5,7.6,12.1,0.8,0.9,2.1,2.0,4.7,11.8,.568,.569,.000,.568,.737
29,Anthony Davis\davisan02,2013-14,20,NOP,NBA,67,35.2,.582,66,2358,8.0,15.3,7.9,15.2,0.0,0.1,5.3,6.7,3.2,7.1,10.3,1.6,1.4,2.9,1.7,3.1,21.3,.519,.522,.222,.520,.791
30,Boris Diaw\diawbo01,2013-14,31,SAS,NBA,79,25.0,.578,24,1974,5.5,10.6,4.7,8.5,0.8,2.0,1.2,1.7,1.3,4.6,5.9,4.0,0.8,0.6,2.2,2.6,13.1,.521,.549,.402,.559,.739
31,Goran Dragic\dragigo01,2013-14,27,PHO,NBA,76,35.1,.604,75,2668,7.4,14.7,5.8,10.7,1.6,4.0,4.3,5.6,0.9,2.4,3.3,6.0,1.4,0.3,2.9,2.8,20.8,.505,.542,.408,.561,.760
32,Andre Drummond\drumman01,2013-14,20,DET,NBA,81,32.3,.599,81,2619,6.6,10.6,6.6,10.5,0.0,0.0,1.9,4.5,6.0,8.7,14.7,0.5,1.4,1.8,1.5,3.8,15.1,.623,.625,.000,.623,.418
33,Kevin Durant\duranke01,2013-14,25,OKC,NBA,81,38.5,.635,81,3122,9.8,19.5,7.6,13.8,2.2,5.7,8.1,9.3,0.7,6.2,6.9,5.1,1.2,0.7,3.3,2.0,29.9,.503,.549,.391,.560,.873
34,Kenneth Faried\farieke01,2013-14,24,DEN,NBA,80,27.2,.573,77,2178,7.4,13.6,7.4,13.5,0.0,0.0,3.3,5.1,3.9,7.4,11.3,1.6,1.2,1.1,2.2,3.2,18.1,.545,.547,.000,.545,.650
35,Derrick Favors\favorde01,2013-14,22,UTA,NBA,73,30.2,.556,73,2201,6.4,12.2,6.4,12.2,0.0,0.0,3.1,4.6,3.3,7.2,10.4,1.5,1.2,1.8,2.1,3.9,15.9,.522,.523,.000,.522,.669
36,Randy Foye\foyera01,2013-14,30,DEN,NBA,81,30.7,.558,78,2485,5.2,12.7,2.5,5.5,2.7,7.2,2.3,2.7,0.5,2.8,3.4,4.2,1.0,0.6,2.1,3.0,15.5,.413,.456,.380,.521,.849
37,Manu Ginobili\ginobma01,2013-14,36,SAS,NBA,68,22.8,.590,3,1550,6.8,14.6,4.7,8.6,2.1,6.0,3.7,4.4,0.7,4.0,4.7,6.8,1.6,0.4,3.2,3.0,19.5,.469,.553,.349,.541,.851
38,Marcin Gortat\gortama01,2013-14,29,WAS,NBA,81,32.8,.568,80,2655,6.2,11.4,6.2,11.4,0.0,0.0,2.1,3.1,2.7,7.7,10.4,1.9,0.6,1.6,1.7,2.7,14.5,.542,.541,1.000,.542,.686
39,Danny Green\greenda02,2013-14,26,SAS,NBA,68,24.3,.580,59,1651,4.8,11.0,1.9,4.1,2.9,6.9,1.1,1.4,0.5,4.4,5.0,2.3,1.4,1.3,1.7,2.3,13.5,.432,.460,.415,.562,.794
40,Gerald Green\greenge01,2013-14,28,PHO,NBA,82,28.4,.585,48,2330,6.9,15.5,3.8,7.7,3.2,7.9,3.0,3.6,0.7,3.5,4.2,1.9,1.1,0.6,2.2,3.4,20.0,.445,.492,.400,.547,.848
41,Blake Griffin\griffbl01,2013-14,24,LAC,NBA,80,35.8,.583,80,2863,9.0,17.1,8.9,16.5,0.2,0.6,6.1,8.5,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.3,.528,.537,.273,.533,.715
42,Tyler Hansbrough\hansbty01,2013-14,28,TOR,NBA,64,15.3,.562,4,978,3.4,7.2,3.4,7.1,0.0,0.1,4.6,6.8,4.4,6.1,10.6,0.6,1.0,0.7,1.7,4.9,11.5,.474,.479,.000,.474,.681
43,James Harden\hardeja01,2013-14,24,HOU,NBA,73,38.0,.618,73,2777,7.1,15.6,4.8,9.4,2.3,6.3,7.5,8.6,0.8,3.7,4.5,5.8,1.5,0.4,3.4,2.3,24.0,.456,.515,.366,.529,.866
44,George Hill\hillge01,2013-14,27,IND,NBA,76,32.0,.563,76,2434,4.0,9.1,2.6,5.3,1.4,3.8,2.1,2.6,0.8,3.4,4.2,3.9,1.1,0.3,1.4,2.3,11.6,.442,.497,.365,.519,.807
45,Jordan Hill\hilljo01,2013-14,26,LAL,NBA,72,20.8,.579,32,1500,6.9,12.5,6.9,12.5,0.0,0.0,3.0,4.3,4.7,8.2,12.8,1.3,0.7,1.5,1.8,4.1,16.7,.549,.550,.000,.549,.685
46,Dwight Howard\howardw01,2013-14,28,HOU,NBA,71,33.7,.600,71,2396,7.1,12.0,7.1,11.9,0.0,0.1,5.2,9.6,3.5,9.5,13.0,2.0,0.9,1.9,3.4,3.6,19.5,.591,.594,.286,.593,.547
47,Serge Ibaka\ibakase01,2013-14,24,OKC,NBA,81,32.9,.576,81,2666,7.1,13.2,6.8,12.4,0.3,0.8,2.1,2.7,3.0,6.5,9.6,1.1,0.5,3.0,1.7,3.1,16.6,.536,.546,.383,.548,.784
48,Andre Iguodala\iguodan01,2013-14,30,GSW,NBA,63,32.4,.570,63,2040,3.9,8.1,2.8,5.0,1.1,3.1,1.5,2.3,0.9,4.2,5.2,4.6,1.7,0.3,1.8,1.8,10.4,.480,.558,.354,.548,.652
49,LeBron James\jamesle01,2013-14,29,MIA,NBA,77,37.7,.649,77,2902,9.5,16.8,8.1,13.0,1.4,3.8,5.4,7.3,1.0,5.6,6.6,6.1,1.5,0.3,3.3,1.6,25.9,.567,.622,.379,.610,.750
50,Richard Jefferson\jefferi01,2013-14,33,UTA,NBA,82,27.0,.573,78,2213,4.8,10.6,2.8,5.7,2.0,4.9,2.0,2.6,0.3,3.3,3.6,2.1,0.9,0.2,1.5,2.7,13.5,.450,.484,.409,.544,.741
51,Jonas Jerebko\jerebjo01,2013-14,26,DET,NBA,64,11.6,.577,0,741,4.8,10.1,3.3,6.5,1.5,3.6,2.1,2.9,2.5,6.0,8.5,1.9,1.0,0.3,2.1,4.1,13.1,.471,.500,.419,.546,.729
52,Amir Johnson\johnsam01,2013-14,26,TOR,NBA,77,28.8,.592,72,2214,5.6,10.0,5.3,8.9,0.3,1.1,1.5,2.3,2.8,5.4,8.2,1.9,0.9,1.4,2.0,4.4,13.0,.562,.593,.303,.578,.636
53,Joe Johnson\johnsjo02,2013-14,32,BRK,NBA,79,32.6,.564,79,2575,6.5,14.2,4.2,8.6,2.3,5.6,2.2,2.7,0.7,3.1,3.8,3.0,0.7,0.1,1.7,1.8,17.4,.454,.489,.401,.533,.815
54,Terrence Jones\joneste01,2013-14,22,HOU,NBA,76,27.3,.577,71,2078,6.7,12.3,6.2,10.6,0.5,1.7,2.0,3.4,2.8,6.3,9.1,1.5,0.9,1.7,1.2,2.4,16.0,.542,.581,.307,.564,.605
55,DeAndre Jordan\jordade01,2013-14,25,LAC,NBA,82,35.0,.630,82,2870,4.4,6.5,4.4,6.5,0.0,0.0,2.0,4.7,4.2,9.8,14.0,0.9,1.0,2.5,1.5,3.3,10.7,.676,.676,,.676,.428
56,Cory Joseph\josepco01,2013-14,22,SAS,NBA,68,13.8,.558,19,936,4.8,10.2,4.4,8.7,0.5,1.5,3.0,3.7,1.2,2.9,4.1,4.4,1.3,0.5,1.7,3.2,13.2,.475,.502,.316,.498,.823
57,Kyle Korver\korveky01,2013-14,32,ATL,NBA,71,33.9,.653,71,2408,4.3,9.1,1.6,3.2,2.8,5.9,1.3,1.4,0.3,3.9,4.2,3.1,1.0,0.4,1.5,2.2,12.7,.475,.479,.472,.626,.926
58,Courtney Lee\leeco01,2013-14,28,TOT,NBA,79,25.0,.574,47,1973,5.4,11.2,4.1,7.7,1.3,3.5,1.8,2.0,0.5,2.9,3.4,2.1,1.2,0.5,1.3,2.3,13.9,.480,.531,.371,.539,.884
59,David Lee\leeda02,2013-14,30,GSW,NBA,69,33.2,.566,67,2288,8.1,15.4,8.1,15.4,0.0,0.0,3.6,4.7,2.9,7.3,10.1,2.3,0.8,0.4,2.4,3.2,19.8,.523,.523,.000,.523,.780
60,Kawhi Leonard\leonaka01,2013-14,22,SAS,NBA,66,29.1,.602,65,1923,6.3,12.1,5.0,8.7,1.3,3.4,1.9,2.4,1.4,6.3,7.7,2.5,2.1,0.9,1.5,2.4,15.8,.522,.579,.379,.576,.802
61,Damian Lillard\lillada01,2013-14,23,POR,NBA,82,35.8,.568,82,2937,6.8,16.0,4.1,9.2,2.7,6.8,4.5,5.2,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.8,.424,.447,.394,.508,.871
62,Jeremy Lin\linje01,2013-14,25,HOU,NBA,71,28.9,.572,33,2054,5.2,11.6,3.7,7.6,1.4,4.0,3.8,4.6,0.6,2.7,3.3,5.2,1.2,0.5,3.1,2.9,15.6,.446,.492,.358,.508,.823
63,Robin Lopez\lopezro01,2013-14,25,POR,NBA,82,31.7,.605,82,2603,4.9,8.9,4.9,8.9,0.0,0.0,2.7,3.3,4.5,5.2,9.7,1.0,0.3,1.9,1.2,2.7,12.6,.551,.552,.000,.551,.818
64,Kevin Love\loveke01,2013-14,25,MIN,NBA,77,36.3,.591,77,2797,8.4,18.3,5.9,11.8,2.4,6.5,6.7,8.1,2.9,9.5,12.4,4.4,0.8,0.5,2.5,1.8,25.9,.457,.502,.376,.524,.821
65,Kyle Lowry\lowryky01,2013-14,27,TOR,NBA,79,36.2,.567,79,2862,5.7,13.6,3.4,7.3,2.4,6.3,3.9,4.8,1.1,3.5,4.6,7.4,1.5,0.2,2.4,3.4,17.8,.423,.460,.380,.511,.813
66,Cartier Martin\martica01,2013-14,29,TOT,NBA,59,14.7,.562,6,870,4.6,10.9,2.2,4.7,2.4,6.2,2.0,2.7,0.5,4.0,4.6,1.4,1.1,0.3,1.4,2.9,13.6,.420,.460,.391,.532,.738
67,Wesley Matthews\matthwe02,2013-14,27,POR,NBA,82,33.9,.588,82,2780,5.8,13.1,3.2,6.4,2.6,6.6,3.3,3.9,0.7,3.1,3.7,2.6,1.0,0.2,1.4,2.3,17.4,.441,.490,.393,.541,.837
68,Jodie Meeks\meeksjo01,2013-14,26,LAL,NBA,77,33.2,.601,70,2556,5.8,12.6,3.5,6.9,2.3,5.7,3.1,3.6,0.4,2.3,2.7,1.9,1.6,0.1,1.6,1.7,17.0,.463,.514,.401,.554,.857
69,C.J. Miles\milescj01,2013-14,26,CLE,NBA,51,19.3,.569,34,984,6.5,15.0,3.5,7.2,3.0,7.7,2.3,2.7,0.7,3.1,3.8,1.9,1.7,0.5,1.6,3.8,18.4,.435,.480,.393,.537,.853
70,Mike Miller\millemi01,2013-14,33,MEM,NBA,82,20.8,.619,4,1707,4.5,9.3,2.2,4.4,2.3,4.9,1.0,1.2,0.6,3.7,4.4,2.7,0.5,0.1,1.6,2.0,12.2,.481,.505,.459,.602,.821
71,Patty Mills\millspa02,2013-14,25,SAS,NBA,81,18.9,.588,2,1527,7.3,15.7,4.1,8.2,3.2,7.5,1.7,1.9,0.8,3.2,4.0,3.5,1.6,0.2,1.5,2.7,19.5,.464,.500,.425,.565,.890
72,Markieff Morris\morrima02,2013-14,24,PHO,NBA,81,26.6,.564,0,2153,6.9,14.1,6.3,12.3,0.6,1.8,4.3,5.5,2.3,5.8,8.1,2.4,1.1,0.9,2.5,3.9,18.6,.486,.512,.315,.507,.792
73,Anthony Morrow\morroan01,2013-14,28,NOP,NBA,76,18.8,.570,9,1426,6.0,13.1,3.8,8.2,2.2,4.9,1.8,2.2,0.7,2.8,3.5,1.5,1.0,0.3,1.3,2.6,16.1,.458,.462,.451,.542,.828
74,Timofey Mozgov\mozgoti01,2013-14,27,DEN,NBA,82,21.6,.584,30,1770,5.8,11.1,5.7,10.6,0.1,0.5,4.0,5.3,3.5,7.3,10.7,1.3,0.5,2.0,2.5,4.3,15.7,.523,.539,.167,.527,.754
75,Steve Novak\novakst01,2013-14,30,TOR,NBA,54,10.0,.599,1,540,4.0,9.7,0.5,1.6,3.5,8.1,0.4,0.4,0.5,3.3,3.9,0.9,0.8,0.3,0.3,2.9,11.9,.411,.333,.426,.589,1.000
76,Dirk Nowitzki\nowitdi01,2013-14,35,DAL,NBA,80,32.9,.603,80,2628,8.7,17.4,6.9,12.9,1.8,4.5,4.6,5.2,0.5,6.3,6.8,3.0,1.0,0.6,1.6,2.3,23.8,.497,.532,.398,.549,.899
77,Chandler Parsons\parsoch01,2013-14,25,HOU,NBA,74,37.6,.565,74,2783,6.0,12.8,4.3,8.2,1.7,4.5,2.1,2.9,0.9,4.4,5.3,3.9,1.1,0.4,1.9,2.2,15.9,.472,.528,.370,.538,.742
78,Chris Paul\paulch01,2013-14,28,LAC,NBA,62,35.0,.580,62,2171,6.7,14.4,5.4,10.9,1.3,3.5,4.9,5.7,0.6,3.8,4.4,11.0,2.6,0.1,2.4,2.6,19.6,.467,.498,.368,.511,.855
79,Nikola Pekovic\pekovni01,2013-14,28,MIN,NBA,54,30.8,.582,54,1663,8.2,15.2,8.2,15.2,0.0,0.0,4.0,5.4,4.5,5.7,10.1,1.1,0.6,0.5,1.8,2.8,20.4,.541,.541,,.541,.747
80,Paul Pierce\piercpa01,2013-14,36,BRK,NBA,75,28.0,.595,68,2098,5.5,12.2,3.6,7.1,1.9,5.1,4.4,5.3,0.4,5.5,6.0,3.1,1.5,0.5,2.6,3.3,17.3,.451,.507,.373,.529,.826
