Rk,Player,Season,Age,Tm,Lg,G,MP,Ht,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
105,J.J. Hickson\hicksjj01,2014-15,26,DEN,NBA,73,19.3,6-9,8,1411,5.6,11.7,5.6,11.7,0.0,0.1,3.0,5.1,3.8,7.7,11.5,1.5,0.9,0.9,2.4,3.5,14.1,.475,.477,.000,.475,.577,.504
106,Kris Humphries\humphkr01,2014-15,29,WAS,NBA,64,21.0,6-9,17,1345,5.6,11.9,5.6,11.8,0.0,0.2,2.3,3.1,3.2,8.0,11.1,1.5,0.9,0.7,1.2,3.5,13.6,.473,.481,.000,.473,.744,.512
107,Cory Jefferson\jeffeco01,2014-15,24,BRK,NBA,50,10.6,6-9,1,531,5.1,11.3,4.9,10.3,0.1,1.0,2.1,3.7,3.2,6.6,9.8,1.1,0.7,1.4,1.4,4.1,12.4,.449,.480,.133,.455,.574,.480
108,Amir Johnson\johnsam01,2014-15,27,TOR,NBA,75,26.4,6-9,72,1979,5.4,9.4,5.1,8.6,0.3,0.8,1.4,2.3,2.9,5.4,8.3,2.1,0.8,1.1,2.0,4.1,12.6,.574,.590,.413,.592,.612,.603
109,James Johnson\johnsja01,2014-15,27,TOR,NBA,70,19.6,6-9,17,1370,6.3,10.6,6.0,9.3,0.3,1.3,1.8,2.7,1.6,5.2,6.8,2.5,1.4,1.8,2.1,4.1,14.6,.589,.643,.216,.603,.657,.617
110,Carl Landry\landrca01,2014-15,31,SAC,NBA,70,17.0,6-9,15,1192,5.7,11.1,5.7,11.1,0.0,0.0,3.7,4.5,3.0,5.1,8.1,0.8,0.5,0.5,1.6,4.0,15.2,.515,.515,,.515,.820,.578
111,Marcus Morris\morrima03,2014-15,25,PHO,NBA,81,25.2,6-9,35,2045,5.8,13.4,3.9,7.9,2.0,5.5,1.2,2.0,1.3,5.5,6.8,2.3,1.1,0.3,1.3,3.3,14.9,.434,.487,.358,.507,.628,.520
112,Patrick Patterson\pattepa01,2014-15,25,TOR,NBA,81,26.6,6-9,4,2156,4.0,8.9,2.3,4.2,1.8,4.7,1.1,1.3,2.1,5.1,7.2,2.6,1.0,0.7,0.9,2.5,10.8,.449,.536,.371,.547,.788,.568
113,Tayshaun Prince\princta01,2014-15,34,TOT,NBA,58,24.1,6-9,16,1397,4.6,10.4,3.8,8.6,0.8,1.7,1.3,1.7,1.3,4.1,5.4,2.4,0.7,0.4,0.9,1.4,11.2,.440,.436,.463,.479,.754,.504
114,Zach Randolph\randoza01,2014-15,33,MEM,NBA,71,32.5,6-9,71,2304,7.1,14.6,7.0,14.2,0.1,0.3,3.6,4.7,3.5,8.2,11.7,2.4,1.1,0.2,2.4,2.7,17.9,.487,.490,.350,.491,.765,.538
115,JaKarr Sampson\sampsja02,2014-15,21,PHI,NBA,74,15.3,6-9,32,1131,4.6,11.0,3.7,7.0,1.0,4.0,2.0,3.0,1.1,4.1,5.2,2.5,1.2,0.8,2.4,4.3,12.3,.422,.525,.244,.467,.670,.498
116,Luis Scola\scolalu01,2014-15,34,IND,NBA,81,20.5,6-9,16,1659,6.5,13.9,6.4,13.5,0.1,0.4,3.4,4.9,3.0,8.4,11.4,2.3,1.0,0.4,2.0,4.2,16.6,.467,.474,.250,.471,.699,.515
117,Kevin Seraphin\serapke01,2014-15,25,WAS,NBA,79,15.6,6-9,0,1235,6.7,13.1,6.7,13.1,0.0,0.1,1.7,2.4,2.5,5.9,8.4,1.7,0.3,1.7,2.9,5.7,15.2,.513,.516,.000,.513,.707,.535
118,Josh Smith\smithjo03,2014-15,29,TOT,NBA,83,27.7,6-9,35,2300,6.5,15.4,5.4,11.9,1.1,3.6,2.0,4.0,2.4,5.9,8.3,4.3,1.4,1.8,3.2,3.6,16.1,.419,.451,.316,.456,.498,.467
119,Jared Sullinger\sullija01,2014-15,22,BOS,NBA,58,27.0,6-9,49,1566,7.1,16.3,6.0,12.0,1.2,4.2,2.2,3.0,3.4,6.8,10.1,3.1,1.0,1.0,1.8,3.5,17.7,.439,.494,.283,.476,.744,.503
120,Tristan Thompson\thomptr01,2014-15,23,CLE,NBA,82,26.8,6-9,15,2194,4.4,8.0,4.4,8.0,0.0,0.0,2.6,4.1,4.5,6.3,10.8,0.6,0.6,1.0,1.4,3.1,11.4,.547,.547,,.547,.641,.580
121,David West\westda01,2014-15,34,IND,NBA,66,28.7,6-9,66,1895,6.1,13.0,6.1,12.7,0.1,0.4,2.3,3.1,2.1,6.5,8.5,4.2,0.9,0.9,2.3,3.0,14.6,.471,.479,.200,.474,.739,.508
122,Marvin Williams\willima02,2014-15,28,CHO,NBA,78,26.1,6-9,37,2035,3.7,8.8,2.0,4.1,1.7,4.7,1.1,1.5,1.0,5.8,6.8,1.8,1.2,0.6,1.1,2.6,10.2,.424,.500,.358,.520,.713,.541
123,Shawne Williams\willish03,2014-15,28,TOT,NBA,63,17.3,6-9,22,1087,4.0,9.9,1.9,4.0,2.1,5.9,1.2,1.3,1.2,4.3,5.5,1.5,0.8,0.7,1.0,4.5,11.3,.403,.467,.360,.510,.875,.537
124,Trevor Ariza\arizatr01,2014-15,29,HOU,NBA,82,35.7,6-8,82,2930,4.5,11.2,2.1,4.4,2.4,6.8,1.5,1.8,0.9,4.7,5.6,2.6,1.9,0.2,1.7,2.3,12.9,.402,.485,.350,.509,.853,.539
125,Harrison Barnes\barneha02,2014-15,22,GSW,NBA,82,28.3,6-8,82,2318,4.9,10.2,3.6,6.8,1.4,3.3,1.7,2.3,1.8,5.2,7.0,1.8,0.9,0.3,1.1,2.3,12.8,.482,.519,.405,.548,.720,.573
126,Brandon Bass\bassbr01,2014-15,29,BOS,NBA,82,23.5,6-8,43,1929,6.4,12.7,6.3,12.1,0.2,0.6,3.2,4.0,2.6,4.8,7.4,1.9,0.8,0.6,1.5,2.6,16.2,.504,.515,.281,.510,.790,.557
127,Nicolas Batum\batumni01,2014-15,26,POR,NBA,71,33.5,6-8,71,2380,3.6,9.1,2.1,4.4,1.5,4.7,1.3,1.5,0.9,5.4,6.3,5.2,1.2,0.6,2.0,1.6,10.0,.400,.481,.324,.483,.857,.516
128,Anthony Bennett\bennean01,2014-15,21,MIN,NBA,57,15.7,6-8,3,894,5.0,12.0,4.8,11.0,0.3,0.9,1.7,2.6,2.1,6.6,8.7,1.9,1.1,0.6,1.4,3.5,12.0,.421,.431,.304,.433,.641,.458
129,Bojan Bogdanovic\bogdabo02,2014-15,25,BRK,NBA,78,23.8,6-8,28,1854,5.1,11.2,3.3,6.2,1.8,5.0,1.7,2.1,1.0,3.2,4.1,1.3,0.7,0.2,1.5,2.0,13.6,.453,.531,.355,.532,.821,.562
130,Trevor Booker\booketr01,2014-15,27,UTA,NBA,79,19.8,6-8,5,1564,5.2,10.7,4.5,8.7,0.7,1.9,2.0,3.4,3.2,5.9,9.1,1.9,1.0,0.9,2.0,3.3,13.1,.487,.518,.345,.518,.581,.536
131,DeMarre Carroll\carrode01,2014-15,28,ATL,NBA,70,31.3,6-8,69,2189,5.2,10.7,3.3,5.7,2.0,5.0,2.1,3.0,1.6,4.5,6.1,1.9,1.5,0.3,1.2,2.5,14.5,.487,.567,.395,.579,.702,.603
132,Wilson Chandler\chandwi01,2014-15,27,DEN,NBA,78,31.7,6-8,75,2471,6.1,14.2,4.1,8.3,2.0,5.9,1.6,2.1,1.4,5.5,6.9,2.0,0.8,0.4,1.6,3.4,15.8,.429,.490,.342,.500,.775,.523
133,Dante Cunningham\cunnida01,2014-15,27,NOP,NBA,66,25.0,6-8,27,1652,3.4,7.4,3.4,7.2,0.0,0.2,0.6,1.0,1.5,4.1,5.6,1.1,1.0,0.8,0.8,2.2,7.4,.457,.468,.100,.459,.617,.473
134,Boris Diaw\diawbo01,2014-15,32,SAS,NBA,81,24.5,6-8,15,1984,5.3,11.5,4.3,8.4,1.0,3.1,1.3,1.7,1.4,4.9,6.3,4.2,0.7,0.4,2.3,2.7,12.8,.460,.512,.320,.503,.774,.526
135,Joey Dorsey\dorsejo01,2014-15,31,HOU,NBA,69,12.4,6-8,17,854,3.4,6.1,3.4,6.1,0.0,0.0,1.0,3.5,4.3,7.4,11.8,1.1,1.7,1.1,1.7,6.6,7.8,.552,.556,.000,.552,.289,.507
136,Kenneth Faried\farieke01,2014-15,25,DEN,NBA,75,27.8,6-8,71,2086,6.4,12.7,6.4,12.6,0.0,0.1,3.4,5.0,4.2,7.4,11.5,1.5,1.1,1.0,2.0,3.6,16.3,.507,.511,.125,.507,.691,.548
137,Rudy Gay\gayru01,2014-15,28,SAC,NBA,68,35.4,6-8,67,2408,7.6,16.7,6.4,13.4,1.2,3.3,5.0,5.9,1.5,4.5,6.0,3.7,1.1,0.6,2.7,2.3,21.4,.455,.479,.359,.491,.858,.556
138,Jerami Grant\grantje01,2014-15,20,PHI,NBA,65,21.2,6-8,11,1377,3.2,9.2,2.0,5.1,1.3,4.1,3.0,5.0,1.3,3.9,5.2,2.1,1.0,1.8,2.2,3.8,10.7,.352,.383,.314,.422,.591,.470
139,Udonis Haslem\hasleud01,2014-15,34,MIA,NBA,62,16.0,6-8,25,995,3.9,8.6,3.8,8.3,0.1,0.4,1.6,2.3,2.6,6.8,9.3,1.7,0.8,0.5,1.5,4.1,9.4,.448,.459,.200,.452,.703,.488
140,Gordon Hayward\haywago01,2014-15,24,UTA,NBA,76,34.4,6-8,76,2618,6.7,14.9,5.0,10.4,1.7,4.5,5.2,6.4,0.7,4.4,5.1,4.3,1.5,0.4,2.8,1.8,20.1,.445,.481,.364,.500,.812,.567
141,Rodney Hood\hoodro01,2014-15,22,UTA,NBA,50,21.3,6-8,21,1064,5.2,12.7,3.1,6.9,2.1,5.8,2.1,2.7,0.3,3.7,4.0,2.8,1.0,0.4,1.5,4.0,14.7,.414,.456,.365,.497,.763,.529
142,Joe Ingles\inglejo01,2014-15,27,UTA,NBA,79,21.2,6-8,32,1673,3.2,7.6,1.6,3.3,1.5,4.3,0.6,0.9,0.5,3.3,3.8,3.9,1.5,0.2,2.1,2.7,8.5,.415,.493,.356,.517,.750,.533
143,LeBron James\jamesle01,2014-15,30,CLE,NBA,69,36.1,6-8,69,2493,9.0,18.5,7.3,13.6,1.7,4.9,5.4,7.6,0.7,5.3,6.0,7.4,1.6,0.7,3.9,1.9,25.2,.488,.536,.354,.535,.710,.577
144,James Jones\jonesja02,2014-15,34,CLE,NBA,57,11.7,6-8,2,669,4.0,10.8,0.6,1.4,3.4,9.4,2.1,2.5,0.5,2.9,3.3,1.3,0.7,0.4,0.7,3.6,13.5,.368,.423,.360,.525,.848,.565
145,Luc Mbah a Moute\mbahalu01,2014-15,28,PHI,NBA,67,28.6,6-8,61,1916,4.7,11.9,3.6,8.2,1.2,3.8,1.8,3.1,1.5,4.6,6.2,2.0,1.5,0.4,1.9,2.0,12.4,.395,.435,.307,.443,.589,.466
146,Khris Middleton\middlkh01,2014-15,23,MIL,NBA,79,30.1,6-8,58,2378,6.1,13.2,4.5,9.1,1.7,4.1,2.0,2.4,0.7,4.5,5.3,2.8,1.8,0.2,1.7,2.8,16.0,.467,.494,.407,.530,.859,.563
147,Mike Miller\millemi01,2014-15,34,CLE,NBA,52,13.5,6-8,15,701,1.9,5.9,0.3,0.8,1.6,5.0,0.2,0.2,0.2,4.5,4.7,2.4,0.7,0.2,1.2,3.8,5.6,.325,.313,.327,.465,.750,.471
148,Paul Millsap\millspa01,2014-15,29,ATL,NBA,73,32.7,6-8,73,2390,6.7,14.0,5.5,10.8,1.2,3.3,3.8,5.1,2.1,6.5,8.6,3.4,2.0,1.0,2.5,3.0,18.3,.476,.513,.356,.518,.757,.565
149,Otto Porter\porteot01,2014-15,21,WAS,NBA,74,19.4,6-8,13,1432,4.4,9.8,3.5,7.2,0.9,2.6,1.5,2.0,1.8,3.8,5.6,1.6,1.1,0.8,1.3,2.4,11.2,.450,.491,.337,.495,.734,.523
150,Mike Scott\scottmi01,2014-15,26,ATL,NBA,68,16.5,6-8,0,1123,6.4,14.5,4.3,8.4,2.1,6.2,2.0,2.5,1.4,4.9,6.4,2.4,0.8,0.1,1.3,2.7,17.0,.444,.517,.344,.517,.792,.543
151,Kyle Singler\singlky01,2014-15,26,TOT,NBA,80,21.8,6-8,58,1743,3.6,9.2,1.6,4.2,2.0,5.0,0.8,1.1,0.7,3.3,4.0,1.8,1.0,0.4,1.1,3.2,9.9,.386,.371,.398,.493,.769,.512
152,Lance Thomas\thomala01,2014-15,26,TOT,NBA,62,24.0,6-8,37,1490,4.4,10.7,4.2,10.1,0.2,0.5,1.7,2.4,1.6,3.1,4.7,1.7,0.9,0.2,1.8,2.4,10.7,.412,.417,.318,.420,.727,.456
153,Hollis Thompson\thompho01,2014-15,23,PHI,NBA,71,25.0,6-8,23,1776,4.5,11.0,2.2,5.2,2.3,5.8,1.3,1.8,1.1,2.9,4.0,1.7,1.2,0.5,1.3,2.9,12.7,.413,.426,.401,.518,.708,.538
154,Anthony Tolliver\tollian01,2014-15,29,TOT,NBA,76,18.8,6-8,11,1432,4.0,9.9,1.4,2.6,2.7,7.3,1.4,1.7,1.3,4.7,5.9,1.5,0.6,0.4,1.3,3.4,12.1,.410,.534,.366,.545,.783,.569
155,Andrew Wiggins\wiggian01,2014-15,19,MIN,NBA,82,36.2,6-8,82,2969,6.0,13.8,5.6,12.3,0.5,1.5,4.3,5.7,1.6,2.9,4.5,2.1,1.0,0.6,2.1,2.3,16.8,.437,.453,.310,.454,.760,.517
156,Derrick Williams\willide02,2014-15,23,SAC,NBA,74,19.8,6-8,6,1462,5.3,11.9,4.1,8.1,1.2,3.8,3.3,4.8,1.0,4.0,5.0,1.2,0.8,0.1,1.4,1.6,15.2,.447,.511,.314,.498,.684,.540
157,Thaddeus Young\youngth01,2014-15,26,TOT,NBA,76,32.0,6-8,68,2434,6.7,14.3,6.1,12.6,0.6,1.7,1.9,3.0,1.9,4.2,6.1,2.6,1.8,0.4,1.7,2.5,15.8,.466,.484,.330,.486,.655,.507
158,Quincy Acy\acyqu01,2014-15,24,NYK,NBA,68,18.9,6-7,22,1287,4.3,9.3,3.7,7.6,0.5,1.7,2.1,2.7,2.2,6.2,8.4,1.9,0.8,0.6,1.7,4.1,11.1,.459,.494,.300,.486,.784,.533
159,Matt Barnes\barnema02,2014-15,34,LAC,NBA,76,29.9,6-7,74,2271,4.4,9.9,2.2,3.9,2.2,6.0,1.2,1.5,0.8,4.0,4.8,1.8,1.1,0.8,1.4,3.8,12.1,.444,.569,.362,.553,.779,.574
160,Chase Budinger\budinch01,2014-15,26,MIN,NBA,67,19.2,6-7,4,1286,4.7,10.9,3.3,6.9,1.5,4.0,1.9,2.3,0.9,4.6,5.5,1.8,1.2,0.3,1.4,2.0,12.8,.433,.474,.364,.500,.827,.537
161,Caron Butler\butleca01,2014-15,34,DET,NBA,78,20.8,6-7,21,1623,3.6,8.8,1.7,3.9,1.8,4.9,1.2,1.4,0.5,3.9,4.3,1.8,1.0,0.1,1.1,2.7,10.2,.407,.441,.379,.511,.902,.544
162,Jimmy Butler\butleji01,2014-15,25,CHI,NBA,65,38.7,6-7,65,2513,6.0,13.1,5.0,10.3,1.0,2.8,5.5,6.6,1.6,3.8,5.4,3.0,1.6,0.5,1.3,1.5,18.6,.462,.484,.378,.502,.834,.583
163,Rasual Butler\butlera01,2014-15,35,WAS,NBA,75,20.1,6-7,1,1505,5.2,12.4,3.0,6.7,2.2,5.6,1.3,1.6,0.6,4.1,4.7,1.5,0.7,0.5,1.1,2.3,13.9,.422,.450,.387,.510,.791,.531
164,DeMar DeRozan\derozde01,2014-15,25,TOR,NBA,60,35.0,6-7,60,2100,7.0,17.0,6.6,15.5,0.4,1.5,6.2,7.4,0.7,4.0,4.7,3.6,1.3,0.2,2.3,2.1,20.6,.413,.426,.284,.426,.832,.510
165,Jared Dudley\dudleja01,2014-15,29,MIL,NBA,72,23.8,6-7,22,1717,4.2,8.9,2.6,4.8,1.6,4.0,1.0,1.4,0.9,3.7,4.6,2.7,1.5,0.2,1.3,2.4,10.9,.468,.537,.385,.556,.716,.572
166,James Ennis\ennisja01,2014-15,24,MIA,NBA,62,17.0,6-7,3,1051,3.5,8.5,2.4,5.2,1.1,3.3,2.7,3.2,1.7,4.3,6.0,1.6,0.9,0.6,1.3,3.0,10.7,.409,.461,.326,.472,.840,.541
167,Evan Fournier\fournev01,2014-15,22,ORL,NBA,58,28.6,6-7,32,1661,5.5,12.5,3.6,7.6,1.8,4.9,2.3,3.2,0.6,2.7,3.3,2.6,0.9,0.0,1.8,2.5,15.1,.440,.480,.378,.514,.728,.546
168,Draymond Green\greendr01,2014-15,24,GSW,NBA,79,31.5,6-7,79,2490,4.9,11.1,3.3,6.3,1.6,4.8,1.9,2.9,1.6,7.7,9.4,4.2,1.8,1.4,1.9,3.7,13.3,.443,.523,.337,.516,.660,.540
169,Gerald Green\greenge01,2014-15,29,PHO,NBA,74,19.5,6-7,4,1446,8.1,19.4,4.7,9.7,3.4,9.6,2.5,3.0,0.8,3.8,4.6,2.3,1.0,0.3,2.6,3.6,22.0,.416,.478,.354,.504,.825,.532
170,Solomon Hill\hillso01,2014-15,23,IND,NBA,82,29.0,6-7,78,2381,3.8,9.6,2.8,6.4,1.0,3.1,2.4,2.9,1.1,3.7,4.7,2.8,1.0,0.3,1.7,2.7,11.0,.396,.430,.327,.450,.824,.507
171,Richard Jefferson\jefferi01,2014-15,34,DAL,NBA,74,16.8,6-7,18,1244,4.2,9.4,2.3,4.9,1.9,4.5,2.3,3.3,0.7,4.6,5.3,1.8,0.9,0.3,1.5,3.3,12.5,.444,.462,.426,.546,.684,.577
172,Joe Johnson\johnsjo02,2014-15,33,BRK,NBA,80,34.9,6-7,80,2791,5.8,13.2,4.2,8.9,1.6,4.3,1.8,2.3,0.7,4.3,5.0,3.8,0.8,0.2,1.8,1.5,14.9,.435,.472,.359,.494,.801,.523
173,Wesley Johnson\johnswe01,2014-15,27,LAL,NBA,76,29.5,6-7,59,2245,4.6,11.1,3.1,6.9,1.5,4.2,1.4,1.8,1.1,4.0,5.1,2.0,0.9,0.7,1.4,2.6,12.1,.414,.451,.351,.480,.804,.509
174,Michael Kidd-Gilchrist\kiddgmi01,2014-15,21,CHO,NBA,55,28.9,6-7,52,1587,5.1,10.9,5.1,10.9,0.0,0.0,3.4,4.9,2.5,7.0,9.4,1.7,0.7,0.9,1.4,2.6,13.6,.465,.465,,.465,.701,.519
175,Kyle Korver\korveky01,2014-15,33,ATL,NBA,75,32.2,6-7,75,2418,4.3,8.9,1.1,2.2,3.3,6.7,1.6,1.8,0.2,4.3,4.5,2.9,0.8,0.6,1.6,2.1,13.6,.487,.470,.492,.671,.898,.699
176,Kawhi Leonard\leonaka01,2014-15,23,SAS,NBA,64,31.8,6-7,64,2033,7.0,14.6,5.8,11.2,1.2,3.4,3.6,4.5,1.5,6.7,8.2,2.9,2.6,0.8,1.7,2.3,18.7,.479,.519,.349,.520,.802,.567
177,Shaun Livingston\livinsh01,2014-15,29,GSW,NBA,78,18.8,6-7,2,1468,4.9,9.7,4.9,9.7,0.0,0.0,1.6,2.2,1.1,3.4,4.5,6.4,1.2,0.5,2.5,2.7,11.3,.500,.503,.000,.500,.714,.529
178,Shawn Marion\mariosh01,2014-15,36,CLE,NBA,57,19.3,6-7,24,1101,3.9,8.7,3.5,7.2,0.4,1.5,0.9,1.1,2.1,4.5,6.6,1.7,0.9,0.9,1.1,1.9,9.0,.446,.484,.261,.468,.765,.489
179,Jason Maxiell\maxieja01,2014-15,31,CHO,NBA,61,14.4,6-7,0,878,3.3,7.9,3.3,7.9,0.0,0.0,1.7,2.9,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3,.422,.422,,.422,.577,.455
180,Paul Pierce\piercpa01,2014-15,37,WAS,NBA,73,26.2,6-7,73,1914,5.5,12.3,3.3,6.6,2.2,5.7,3.1,3.9,0.8,4.7,5.5,2.7,0.9,0.5,1.7,3.0,16.3,.447,.496,.389,.537,.781,.580
181,Quincy Pondexter\pondequ01,2014-15,26,TOT,NBA,75,23.9,6-7,30,1793,3.8,9.0,1.9,4.1,1.8,4.9,1.4,1.9,1.1,2.9,3.9,1.9,0.4,0.5,1.0,3.0,10.8,.421,.478,.373,.522,.740,.550
182,Andre Roberson\roberan03,2014-15,23,OKC,NBA,67,19.2,6-7,65,1286,2.6,5.6,2.0,3.2,0.6,2.4,0.6,1.3,1.7,5.5,7.1,2.0,1.5,0.8,1.3,3.9,6.4,.458,.612,.247,.510,.479,.513
183,Terrence Ross\rosste01,2014-15,23,TOR,NBA,82,25.5,6-7,61,2092,5.3,13.0,2.8,6.2,2.5,6.7,0.8,1.0,0.6,3.3,3.9,1.5,0.9,0.4,1.2,2.3,13.9,.410,.452,.372,.507,.786,.519
184,Thabo Sefolosha\sefolth01,2014-15,30,ATL,NBA,52,18.8,6-7,7,976,3.8,9.2,2.9,6.3,0.9,2.9,1.7,2.1,2.0,6.3,8.2,2.8,2.0,0.8,1.4,2.5,10.3,.418,.462,.321,.468,.776,.506
185,Tony Snell\snellto01,2014-15,23,CHI,NBA,72,19.6,6-7,22,1412,4.1,9.5,2.2,4.4,1.9,5.0,1.1,1.4,0.8,3.7,4.5,1.6,0.8,0.3,1.2,2.2,11.1,.429,.494,.371,.527,.800,.550
186,Klay Thompson\thompkl01,2014-15,24,GSW,NBA,77,31.9,6-7,77,2455,8.8,19.0,5.3,11.1,3.5,8.0,3.3,3.8,0.4,3.2,3.6,3.3,1.3,0.9,2.2,1.8,24.5,.463,.481,.439,.555,.879,.591
187,Evan Turner\turneev01,2014-15,26,BOS,NBA,82,27.6,6-7,57,2260,5.1,11.9,4.6,10.0,0.5,1.9,1.7,2.2,0.6,6.0,6.6,7.2,1.3,0.3,3.2,2.9,12.4,.429,.458,.277,.451,.752,.482
188,Alan Anderson\anderal01,2014-15,32,BRK,NBA,74,23.6,6-6,19,1744,4.0,9.1,2.5,4.7,1.5,4.3,1.7,2.1,0.6,3.6,4.2,1.7,1.2,0.1,1.2,3.1,11.3,.443,.530,.348,.526,.812,.563
189,Will Barton\bartowi01,2014-15,24,TOT,NBA,58,16.9,6-6,0,983,5.5,12.9,4.7,9.8,0.8,3.1,2.7,3.4,1.0,5.0,5.9,3.0,1.8,0.7,2.2,2.6,14.5,.425,.474,.271,.458,.787,.503
190,Nick Calathes\calatni01,2014-15,25,MEM,NBA,58,14.4,6-6,0,838,4.5,10.6,4.0,8.8,0.5,1.8,1.0,1.9,0.8,3.7,4.6,6.3,2.7,0.2,2.6,4.3,10.4,.421,.456,.256,.443,.533,.455
191,Vince Carter\cartevi01,2014-15,38,MEM,NBA,66,16.5,6-6,1,1091,4.5,13.4,2.2,5.7,2.3,7.7,1.5,1.9,0.9,3.5,4.4,2.6,1.4,0.5,1.4,3.4,12.7,.333,.379,.297,.417,.789,.445
192,Michael Carter-Williams\cartemi01,2014-15,23,TOT,NBA,66,32.6,6-6,63,2149,6.1,15.4,5.5,12.8,0.6,2.6,3.4,4.9,1.1,4.8,5.9,7.4,1.9,0.5,4.2,2.8,16.2,.396,.428,.235,.416,.694,.461
193,Allen Crabbe\crabbal01,2014-15,22,POR,NBA,51,13.4,6-6,9,683,3.3,8.1,1.7,3.6,1.6,4.5,0.6,0.8,0.4,3.5,3.8,2.1,1.0,0.8,0.8,3.9,8.9,.412,.485,.353,.510,.750,.525
194,Jae Crowder\crowdja01,2014-15,24,TOT,NBA,82,20.1,6-6,17,1647,5.0,11.9,3.7,7.4,1.3,4.5,2.4,3.1,1.6,4.8,6.4,2.1,1.6,0.5,1.1,3.0,13.7,.420,.499,.293,.476,.773,.517
195,Tyreke Evans\evansty01,2014-15,25,NOP,NBA,79,34.1,6-6,76,2690,7.0,15.6,6.0,12.6,0.9,3.0,2.7,3.9,1.1,4.5,5.6,7.0,1.3,0.5,3.3,2.6,17.6,.447,.482,.304,.477,.694,.508
196,Dante Exum\exumda01,2014-15,19,UTA,NBA,82,22.2,6-6,41,1817,2.9,8.2,1.2,3.0,1.6,5.2,0.4,0.6,0.5,2.1,2.6,3.9,0.8,0.3,2.3,2.9,7.8,.349,.408,.314,.448,.625,.457
197,Alonzo Gee\geeal01,2014-15,27,TOT,NBA,54,12.3,6-6,2,662,4.7,10.1,4.0,8.2,0.7,1.9,2.9,4.2,2.0,3.1,5.1,1.4,1.9,0.4,1.8,3.2,13.1,.468,.490,.371,.503,.701,.548
198,Manu Ginobili\ginobma01,2014-15,37,SAS,NBA,70,22.7,6-6,0,1587,5.7,13.4,3.7,7.5,2.0,5.9,3.3,4.6,0.6,4.2,4.8,6.6,1.5,0.5,3.5,3.1,16.7,.426,.489,.345,.502,.721,.544
199,Danny Green\greenda02,2014-15,27,SAS,NBA,81,28.5,6-6,80,2312,5.0,11.5,2.0,4.4,3.0,7.1,1.7,2.0,0.8,4.5,5.3,2.5,1.6,1.4,1.4,2.5,14.7,.436,.466,.418,.566,.874,.596
200,Tim Hardaway\hardati02,2014-15,22,NYK,NBA,70,24.0,6-6,30,1681,6.0,15.4,3.4,7.8,2.6,7.6,2.7,3.3,0.3,3.1,3.3,2.7,0.4,0.3,1.8,2.5,17.2,.389,.435,.342,.474,.801,.512
201,Justin Holiday\holidju01,2014-15,25,GSW,NBA,59,11.1,6-6,4,657,5.0,12.9,3.1,6.9,1.9,6.0,2.0,2.5,0.7,3.3,4.0,2.6,2.2,0.7,1.6,3.0,13.9,.387,.444,.321,.462,.822,.498
202,Andre Iguodala\iguodan01,2014-15,31,GSW,NBA,77,26.9,6-6,0,2069,4.0,8.6,2.7,4.9,1.3,3.7,1.2,2.0,0.8,3.7,4.5,4.0,1.5,0.4,1.5,1.7,10.5,.466,.553,.349,.540,.596,.553
203,K.J. McDaniels\mcdankj01,2014-15,21,TOT,NBA,62,21.8,6-6,15,1352,4.6,11.6,3.4,7.6,1.1,4.0,2.7,3.5,1.7,3.6,5.3,1.9,1.2,1.9,2.8,3.4,13.0,.396,.454,.287,.446,.752,.494
204,C.J. Miles\milescj01,2014-15,27,IND,NBA,70,26.3,6-6,40,1841,6.4,16.2,3.4,7.5,3.0,8.7,2.5,3.1,0.4,3.8,4.2,1.5,1.2,0.5,1.4,2.6,18.4,.398,.459,.345,.491,.807,.525
205,J.R. Smith\smithjr01,2014-15,29,TOT,NBA,70,29.7,6-6,51,2080,5.5,13.1,2.6,5.7,2.8,7.4,0.9,1.2,0.5,3.3,3.8,3.4,1.4,0.4,1.7,2.8,14.7,.417,.462,.383,.525,.750,.538
206,Nik Stauskas\stausni01,2014-15,21,SAC,NBA,73,15.4,6-6,1,1127,3.4,9.5,1.9,4.7,1.5,4.8,1.8,2.0,0.4,2.5,2.8,2.1,0.6,0.5,1.3,2.9,10.2,.365,.408,.322,.446,.859,.492
207,Garrett Temple\templga01,2014-15,28,WAS,NBA,52,14.1,6-6,18,735,3.3,8.3,1.7,4.0,1.6,4.3,1.7,2.4,1.2,3.2,4.4,2.7,2.1,0.4,1.7,3.7,10.0,.400,.427,.375,.497,.729,.534
208,P.J. Tucker\tuckepj01,2014-15,29,PHO,NBA,78,30.6,6-6,63,2383,3.9,9.0,2.6,5.2,1.3,3.8,1.6,2.2,1.7,5.9,7.6,1.8,1.6,0.3,1.5,2.7,10.8,.438,.506,.345,.511,.727,.541
209,Greivis Vasquez\vasqugr01,2014-15,28,TOR,NBA,82,24.3,6-6,29,1991,5.4,13.1,2.9,6.8,2.4,6.3,0.9,1.2,0.4,3.5,3.9,5.5,0.8,0.2,2.2,3.2,14.0,.408,.436,.379,.500,.758,.514
